ID,name,href,docket,term,first_party,second_party,majority_vote,minority_vote,decision_type,disposition,issue_area
52187,PruneYard Shopping Center v. Robins,https://api.oyez.org/cases/1979/79-289,79-289,1979,PruneYard Shopping Center,Robins,9,0,majority opinion,affirmed,Due Process
52190,Ybarra v. Illinois,https://api.oyez.org/cases/1979/78-5937,78-5937,1979,Ventura E. Ybarra,State of Illinois,6,3,majority opinion,reversed/remanded,Criminal Procedure
52188,"Supreme Court of Virginia v. Consumers Union of the United States, Inc.",https://api.oyez.org/cases/1979/79-198,79-198,1979,"Supreme Court of Virginia, et al.","Consumers Union of the United States, Inc., et al.",8,0,majority opinion,vacated/remanded,Civil Rights
52196,Rummel v. Estelle,https://api.oyez.org/cases/1979/78-6386,78-6386,1979,Rummel,Estelle,5,4,majority opinion,affirmed,Criminal Procedure
52210,Godfrey v. Georgia,https://api.oyez.org/cases/1979/78-6899,78-6899,1979,Robert Franklin Godfrey,Georgia,6,3,plurality opinion,reversed/remanded,Criminal Procedure
52211,"Industrial Union Department, AFL-CIO v. American Petroleum Institute",https://api.oyez.org/cases/1979/78-911,78-911,1979,"Industrial Union Department, AFL-CIO",American Petroleum Institute,5,4,plurality opinion,affirmed,Unions
52217,Trammel v. United States,https://api.oyez.org/cases/1979/78-5705,78-5705,1979,"Otis Trammel, Jr. ",United States,9,0,majority opinion,affirmed,Judicial Power
52233,New York v. Belton,https://api.oyez.org/cases/1980/80-328,80-328,1980,New York,Roger Belton,6,3,majority opinion,reversed,Criminal Procedure
52243,Flynt v. Ohio,https://api.oyez.org/cases/1980/80-420,80-420,1980,Larry C. Flynt,State of Ohio,5,4,per curiam,,First Amendment
52253,Democratic Party of United States v. Wisconsin ex rel. La Follette,https://api.oyez.org/cases/1980/79-1631,79-1631,1980,Democratic Party of the United States,Wisconsin ex rel. La Follette,6,3,majority opinion,reversed,First Amendment
52257,Chandler v. Florida,https://api.oyez.org/cases/1980/79-1260,79-1260,1980,Chandler,Florida,8,0,majority opinion,affirmed,Criminal Procedure
52268,"American Textile Mfrs. Institute, Inc. v. Donovan",https://api.oyez.org/cases/1980/79-1429,79-1429,1980,"American Textile Manufacturers Institute, Inc., et al.","Raymond J. Donovan, Secretary of Labor",5,3,majority opinion,reversed in-part/remanded,Unions
52270,Steagald v. United States,https://api.oyez.org/cases/1980/79-6777,79-6777,1980,Gary Keith Steagald,United States,7,2,majority opinion,reversed/remanded,Criminal Procedure
52272,Texas Department of Community Affairs v. Burdine,https://api.oyez.org/cases/1980/79-1764,79-1764,1980,Texas Department of Community Affairs,Joyce Ann Burdine,9,0,majority opinion,vacated/remanded,Civil Rights
52276,Thomas v. Review Board of the Indiana Employment Security Division,https://api.oyez.org/cases/1980/79-952,79-952,1980,Eddie C. Thomas,Review Board of the Indiana Employment Security Division et al.,8,1,majority opinion,reversed,First Amendment
52281,United States v. Morrison,https://api.oyez.org/cases/1980/79-395,79-395,1980,United States,Hazel Morrison,9,0,majority opinion,reversed/remanded,Criminal Procedure
52293,Minnesota v. Clover Leaf Creamery Company,https://api.oyez.org/cases/1980/79-1171,79-1171,1980,Minnesota,Clover Leaf Creamery Company,7,1,majority opinion,reversed,Economic Activity
52288,Lassiter v. Department of Social Services,https://api.oyez.org/cases/1980/79-6423,79-6423,1980,Abby Gail Lassiter,"Department of Social Services of Durham County, North Carolina",5,4,majority opinion,affirmed,Criminal Procedure
52294,United States v. Will,https://api.oyez.org/cases/1980/79-983,79-983,1980,United States,Will,8,0,majority opinion,reversed in-part/remanded,Miscellaneous
52299,Rostker v. Goldberg,https://api.oyez.org/cases/1980/80-251,80-251,1980,Rostker,Goldberg,6,3,majority opinion,reversed,Civil Rights
52313,Stone v. Graham,https://api.oyez.org/cases/1980/80-321,80-321,1980,Stone,Graham,5,4,per curiam,reversed,First Amendment
52308,Michigan v. Summers,https://api.oyez.org/cases/1980/79-1794,79-1794,1980,Michigan,Summers,6,3,majority opinion,reversed,Criminal Procedure
52320,Michael M. v. Superior Court of Sonoma County,https://api.oyez.org/cases/1980/79-1344,79-1344,1980,Michael M.,Superior Court of Sonoma County,5,4,plurality opinion,affirmed,Civil Rights
52323,Haig v. Agee,https://api.oyez.org/cases/1980/80-83,80-83,1980,Haig,Agee,7,2,majority opinion,reversed/remanded,First Amendment
52325,Diamond v. Diehr,https://api.oyez.org/cases/1980/79-1112,79-1112,1980,Diamond,Diehr,5,4,majority opinion,affirmed,Economic Activity
52332,United States Railroad Retirement Board v. Fritz,https://api.oyez.org/cases/1980/79-870,79-870,1980,United States Railroad Retirement Board,Gerhard H. Fritz,7,2,majority opinion,reversed,Civil Rights
52344,"Metromedia, Inc. v. City of San Diego",https://api.oyez.org/cases/1980/80-195,80-195,1980,"Metromedia, Inc. et al.",City of San Diego et al.,6,3,plurality opinion,reversed/remanded,First Amendment
52347,Robbins v. California,https://api.oyez.org/cases/1980/80-148,80-148,1980,Jeffrey Richard Robbins,California,6,3,plurality opinion,reversed,Criminal Procedure
52349,"Heffron v. International Soc. for Krishna Consciousness, Inc.",https://api.oyez.org/cases/1980/80-795,80-795,1980,Heffron,"International Soc. for Krishna Consciousness, Inc.",5,4,majority opinion,reversed/remanded,First Amendment
52352,Dames & Moore v. Regan,https://api.oyez.org/cases/1980/80-2078,80-2078,1980,Dames & Moore,Regan,8,1,majority opinion,affirmed,Due Process
52356,Kassel v. Consolidated Freightways Corporation of Delaware,https://api.oyez.org/cases/1980/79-1320,79-1320,1980,Kassel,Consolidated Freightways Corporation of Delaware,6,3,plurality opinion,affirmed,Economic Activity
52370,"CBS, Inc. v. Federal Communications Commission",https://api.oyez.org/cases/1980/80-207,80-207,1980,"CBS, Inc.",Federal Communications Commission,6,3,majority opinion,affirmed,Economic Activity
52372,Watkins v. Sowders,https://api.oyez.org/cases/1980/79-5949,79-5949,1980,John Gregory Watkins,Dewey Sowders,7,2,majority opinion,affirmed,Criminal Procedure
52384,Piper Aircraft Company v. Reyno,https://api.oyez.org/cases/1981/80-848,80-848,1981,Piper Aircraft Company,Reyno,4,3,majority opinion,reversed,Judicial Power
52388,Mississippi University for Women v. Hogan,https://api.oyez.org/cases/1981/81-406,81-406,1981,Mississippi University for Women,Hogan,5,4,majority opinion,affirmed,Civil Rights
52393,Washington v. Chrisman,https://api.oyez.org/cases/1981/81-1349,81-1349,1981,Washington,Chrisman,6,3,majority opinion,reversed/remanded,
52399,Weinberger v. Romero-Barcelo,https://api.oyez.org/cases/1981/80-1990,80-1990,1981,"Caspar W. Weinberger, Secretary of Defense","Carlos Romero-Barcelo, Radamees Tirado Guevara, Environmental Quality Board",8,1,majority opinion,reversed/remanded,Economic Activity
52403,Edgar v. MITE Corporation,https://api.oyez.org/cases/1981/80-1188,80-1188,1981,Edgar,MITE Corporation,6,3,majority opinion,affirmed,Economic Activity
52414,"Lugar v. Edmondson Oil Company, Inc.",https://api.oyez.org/cases/1981/80-1730,80-1730,1981,Giles M. Lugar,"Edmondson Oil Company, Inc.",5,4,majority opinion,reversed in-part/remanded,Civil Rights
52419,"Board of Education, Island Trees Union Free School District No. 26 v. Pico by Pico",https://api.oyez.org/cases/1981/80-2043,80-2043,1981,"Board of Education, Island Trees Union Free School District No. 26",Pico by Pico,5,4,plurality opinion,affirmed,First Amendment
52423,Nixon v. Fitzgerald,https://api.oyez.org/cases/1981/79-1738,79-1738,1981,Nixon,Fitzgerald,5,4,majority opinion,reversed/remanded,Economic Activity
52428,Washington v. Seattle School District No. 1,https://api.oyez.org/cases/1981/81-9,81-9,1981,Washington,Seattle School District No. 1,5,4,majority opinion,affirmed,Civil Rights
52440,Eddings v. Oklahoma,https://api.oyez.org/cases/1981/80-5727,80-5727,1981,Monty Lee Eddings,Oklahoma,5,4,majority opinion,reversed/remanded,Criminal Procedure
52462,"Valley Forge Christian College v. Americans United for Separation of Church and State, Inc.",https://api.oyez.org/cases/1981/80-327,80-327,1981,Valley Forge Christian College,"Americans United for Separation of Church and State, Inc.",5,4,majority opinion,reversed,Judicial Power
52461,Rogers v. Lodge,https://api.oyez.org/cases/1981/80-2100,80-2100,1981,Rogers,Lodge,6,3,majority opinion,affirmed,Civil Rights
52466,"Florida Department of State v. Treasure Salvors, Inc.",https://api.oyez.org/cases/1981/80-1348,80-1348,1981,Florida Department of State,"Treasure Salvors, Inc.",5,4,plurality opinion,reversed in-part,Judicial Power
52468,Widmar v. Vincent,https://api.oyez.org/cases/1981/80-689,80-689,1981,Gary E. Widmar,Clark Vincent,8,1,majority opinion,affirmed,First Amendment
52474,"Board of Ed. of Hendrick Hudson Central School Dist., Westchester Cty. v. Rowley",https://api.oyez.org/cases/1981/80-1002,80-1002,1981,"Board of Education of the Hendrick Hudson Central School District, Westchester County, The Commissioner of Education of the State of New York","Amy Rowley, by her parents Clifford and Nancy Rowley, and Clifford and Nacy Rowley in their own right",6,3,majority opinion,reversed/remanded,Civil Rights
52490,Rodriguez v. Popular Democratic Party,https://api.oyez.org/cases/1981/81-328,81-328,1981,Rodriguez,Popular Democratic Party,9,0,majority opinion,affirmed,Civil Rights
52491,Youngberg v. Romeo,https://api.oyez.org/cases/1981/80-1429,80-1429,1981,Duane Youngberg,Nicholas Romeo,9,0,majority opinion,vacated/remanded,Due Process
52496,"Globe Newspaper Co. v. Superior Court, County of Norfolk",https://api.oyez.org/cases/1981/81-611,81-611,1981,Globe Newspaper Co.,"Superior Court, County of Norfolk",6,3,majority opinion,reversed,First Amendment
52494,Engle v. Isaac,https://api.oyez.org/cases/1981/80-1430,80-1430,1981,"Ted Engle, Superintendant, Chillicothe Correctional Institute","Lincoln Isaac, et al.",7,2,majority opinion,reversed/remanded,Criminal Procedure
52501,New York v. Ferber,https://api.oyez.org/cases/1981/81-55,81-55,1981,New York,Ferber,9,0,majority opinion,reversed/remanded,First Amendment
52507,American Tobacco Company v. Patterson,https://api.oyez.org/cases/1981/80-1199,80-1199,1981,"American Tobacco Company, et al.","John Patterson, et al.",5,4,majority opinion,vacated/remanded,Civil Rights
52511,National Association for the Advancement of Colored People v. Claiborne Hardware Company,https://api.oyez.org/cases/1981/81-202,81-202,1981,National Association for the Advancement of Colored People,Claiborne Hardware Company,8,0,majority opinion,reversed/remanded,First Amendment
52514,Larson v. Valente,https://api.oyez.org/cases/1981/80-1666,80-1666,1981,"John R. Larson, et al.","Pamela Valente, et al.",5,4,majority opinion,affirmed,First Amendment
52530,Northern Pipeline Constr. Company v. Marathon Pipe Line Company,https://api.oyez.org/cases/1981/81-150,81-150,1981,Northern Pipeline Constr. Company,Marathon Pipe Line Company,6,3,plurality opinion,affirmed,Judicial Power
52531,United Mine Workers of America Health & Retirement Funds v. Robinson,https://api.oyez.org/cases/1981/81-61,81-61,1981,United Mine Workers of America Health & Retirement Funds,"Gracie Robinson and Juanita Hager, et al.",9,0,majority opinion,reversed,Unions
52532,United States v. Lee,https://api.oyez.org/cases/1981/80-767,80-767,1981,United States,Edwin D. Lee,9,0,majority opinion,reversed/remanded,First Amendment
52535,United States v. Ross,https://api.oyez.org/cases/1981/80-2209,80-2209,1981,United States,Ross,6,3,majority opinion,reversed/remanded,Criminal Procedure
52537,INS v. Chadha,https://api.oyez.org/cases/1981/80-1832,80-1832,1981,Chadha,Immigration and Naturalization Service (INS),7,2,majority opinion,affirmed,Miscellaneous
52540,Enmund v. Florida,https://api.oyez.org/cases/1981/81-5321,81-5321,1981,Earl Enmund ,Florida,5,4,majority opinion,reversed/remanded,Criminal Procedure
52541,United States v. MacDonald,https://api.oyez.org/cases/1981/80-1582,80-1582,1981,United States,MacDonald,6,3,majority opinion,reversed/remanded,Criminal Procedure
52552,Plyler v. Doe,https://api.oyez.org/cases/1981/80-1538,80-1538,1981,Plyler,Doe,5,4,majority opinion,affirmed,Civil Rights
52549,North Haven Bd. of Educ. v. Bell,https://api.oyez.org/cases/1981/80-986,80-986,1981,North Haven Bd. of Educ.,Bell,6,3,majority opinion,affirmed,Civil Rights
52559,Harlow v. Fitzgerald,https://api.oyez.org/cases/1981/80-945,80-945,1981,Bryce Harlow and Alexander Butterfield,A. Ernest Fitzgerald,8,1,majority opinion,vacated/remanded,Economic Activity
52571,Regan v. Taxation With Representation of Washington,https://api.oyez.org/cases/1982/81-2338,81-2338,1982,"Donald Regan, Secretary of the Treasury",Taxation With Representation of Washington,9,0,majority opinion,reversed,First Amendment
52584,City of Los Angeles v. Lyons,https://api.oyez.org/cases/1982/81-1064,81-1064,1982,City of Los Angeles,Lyons,5,4,majority opinion,reversed,Judicial Power
52581,United States v. Rodgers,https://api.oyez.org/cases/1982/81-1476,81-1476,1982,United States,Rodgers,5,4,majority opinion,reversed/remanded,Federal Taxation
52583,Solem v. Helm,https://api.oyez.org/cases/1982/82-492,82-492,1982,Solem,Helm,5,4,majority opinion,affirmed,Criminal Procedure
52597,Martinez v. Bynum,https://api.oyez.org/cases/1982/81-857,81-857,1982,Martinez,Bynum,8,1,majority opinion,affirmed,Civil Rights
52603,Pacific Gas & Electric Company v. State Energy Resources Conservation and Development Commission,https://api.oyez.org/cases/1982/81-1945,81-1945,1982,Pacific Gas & Electric Company,State Energy Resources Conservation and Development Commission,9,0,majority opinion,affirmed,Federalism
52623,Exxon Corporation v. Eagerton,https://api.oyez.org/cases/1982/81-1020,81-1020,1982,Exxon Corporation,Ralph P. Eagerton Jr.,9,0,majority opinion,reversed in-part/remanded,Economic Activity
52631,Marsh v. Chambers,https://api.oyez.org/cases/1982/82-23,82-23,1982,Marsh,Chambers,6,3,majority opinion,reversed,First Amendment
52635,Kolender v. Lawson,https://api.oyez.org/cases/1982/81-1320,81-1320,1982,Kolender,Lawson,7,2,majority opinion,affirmed,Due Process
52638,United States v. Knotts,https://api.oyez.org/cases/1982/81-1802,81-1802,1982,United States,Leroy Carlton Knotts,9,0,majority opinion,reversed,Criminal Procedure
52636,"Motor Vehicle Manufacturers Association of the United States, Inc. v. State Farm Mutual Automobile Insurance Company",https://api.oyez.org/cases/1982/82-354,82-354,1982,"Motor Vehicle Manufacturers Association of the United States, et al.","State Farm Mutual Automobile Insurance Company, et al.",9,0,majority opinion,vacated/remanded,Judicial Power
52652,Verlinden B. V. v. Central Bank of Nigeria,https://api.oyez.org/cases/1982/81-920,81-920,1982,Verlinden B. V.,Central Bank of Nigeria,9,0,majority opinion,reversed/remanded,Judicial Power
52659,Lehr v. Robertson,https://api.oyez.org/cases/1982/81-1756,81-1756,1982,Jonathan Lehr,"Lorrain Robertson, Richard N. Robinson",6,3,majority opinion,affirmed,Civil Rights
52670,"Falls City Industries, Inc. v. Vanco Beverage, Inc.",https://api.oyez.org/cases/1982/81-1271,81-1271,1982,"Falls City Industries, Inc.","Vanco Beverage, Inc.",9,0,majority opinion,vacated/remanded,Economic Activity
52672,Akron v. Akron Center For Reproductive Health,https://api.oyez.org/cases/1982/81-746,81-746,1982,Akron,Akron Center For Reproductive Health,6,3,majority opinion,reversed in-part,Privacy
52673,Michigan v. Long,https://api.oyez.org/cases/1982/82-256,82-256,1982,Michigan,Long,6,3,majority opinion,reversed/remanded,Criminal Procedure
52677,Simopoulos v. Virginia,https://api.oyez.org/cases/1982/81-185,81-185,1982,Chris Simopoulos ,Virginia,8,1,majority opinion,affirmed,Privacy
52682,"Sony Corporation of America v. Universal City Studios, Inc.",https://api.oyez.org/cases/1982/81-1687,81-1687,1982,Sony Corporation of America,"Universal City Studios, Inc.",5,4,majority opinion,reversed,Economic Activity
52686,Bob Jones University v. United States,https://api.oyez.org/cases/1982/81-3,81-3,1982,Bob Jones University,United States,8,1,majority opinion,affirmed,Civil Rights
52690,Minneapolis Star & Tribune Company v. Minnesota Commissioner of Revenue,https://api.oyez.org/cases/1982/81-1839,81-1839,1982,Minneapolis Star & Tribune Company,Minnesota Commissioner of Revenue,8,1,majority opinion,reversed,First Amendment
52695,United States v. Place,https://api.oyez.org/cases/1982/81-1617,81-1617,1982,United States,Raymond J. Place,9,0,majority opinion,affirmed,Criminal Procedure
52697,Mueller v. Allen,https://api.oyez.org/cases/1982/82-195,82-195,1982,Mueller,Allen,5,4,majority opinion,affirmed,First Amendment
52698,Barefoot v. Estelle,https://api.oyez.org/cases/1982/82-6080,82-6080,1982,Thomas A. Barefoot,"W.J. Estelle, Director, Texas Department of Corrections",6,3,majority opinion,affirmed,Criminal Procedure
52699,Karcher v. Daggett,https://api.oyez.org/cases/1982/81-2057,81-2057,1982,Karcher,Daggett,5,4,majority opinion,affirmed,Civil Rights
52705,Dirks v. Securities and Exchange Commission,https://api.oyez.org/cases/1982/82-276,82-276,1982,Raymond L. Dirks,Securities and Exchange Commission,6,3,majority opinion,reversed,Economic Activity
52707,Connick v. Myers,https://api.oyez.org/cases/1982/81-1251,81-1251,1982,Harry Connick ,Sheila Meyers,5,4,majority opinion,reversed,First Amendment
52712,Zant v. Stephens,https://api.oyez.org/cases/1982/81-89,81-89,1982,"Walter Zant, Warden of Georgia Diagnostic and Classification Center ",Alpha Otis O'Daniel Stephens,7,2,majority opinion,reversed,Criminal Procedure
52709,Perry Education Association v. Perry Local Educators' Association,https://api.oyez.org/cases/1982/81-896,81-896,1982,Perry Education Association,Perry Local Educators' Association,5,4,majority opinion,reversed,First Amendment
52717,Brown v. Thomson,https://api.oyez.org/cases/1982/82-65,82-65,1982,Brown,Thomson,5,4,majority opinion,affirmed,Civil Rights
52724,IIllinois v. Gates,https://api.oyez.org/cases/1982/81-430,81-430,1982,Illinois,"Lance Gates, et ux",6,3,majority opinion,reversed,Criminal Procedure
52741,"Energy Reserves Group, Inc. v. Kansas City Power & Light Company",https://api.oyez.org/cases/1982/81-1370,81-1370,1982,"Energy Reserves Group, Inc.",Kansas City Power & Light Company,9,0,majority opinion,affirmed,Economic Activity
52745,Bush v. Lucas,https://api.oyez.org/cases/1982/81-469,81-469,1982,Bush,Lucas,9,0,majority opinion,affirmed,Economic Activity
52747,Hawaii Housing Authority v. Midkiff,https://api.oyez.org/cases/1983/83-141,83-141,1983,Hawaii Housing Authority,Midkiff,8,0,majority opinion,reversed/remanded,Due Process
52748,Roberts v. United States Jaycees,https://api.oyez.org/cases/1983/83-724,83-724,1983,Roberts,United States Jaycees,7,0,majority opinion,reversed,First Amendment
52749,Immigration and Naturalization Service v. Phinpathya,https://api.oyez.org/cases/1983/82-91,82-91,1983,Immigration and Naturalization Service,Padungsri Phinpathya,9,0,majority opinion,reversed,Civil Rights
52761,Florida v. Meyers,https://api.oyez.org/cases/1983/83-1279,83-1279,1983,Florida,Meyers,6,3,per curiam,reversed/remanded,Criminal Procedure
52762,Koehler v. Engle,https://api.oyez.org/cases/1983/83-1,83-1,1983,Koehler,Engle,4,4,equally divided,affirmed,Criminal Procedure
52769,United States v. Yermian,https://api.oyez.org/cases/1983/83-346,83-346,1983,United States,Esmail Yermian,5,4,majority opinion,reversed,Criminal Procedure
52770,National Collegiate Athletic Association v. Board of Regents of the University of Oklahoma,https://api.oyez.org/cases/1983/83-271,83-271,1983,NCAA,"Board of Regents of the University of Oklahoma, et al.",7,2,majority opinion,affirmed,Economic Activity
52778,Hishon v. King & Spalding,https://api.oyez.org/cases/1983/82-940,82-940,1983,Elizabeth Anderson Hishon,King & Spalding,9,0,majority opinion,reversed/remanded,Civil Rights
52781,Selective Service System v. Minnesota Public Interest Research Group,https://api.oyez.org/cases/1983/83-276,83-276,1983,Selective Service System,Minnesota Public Interest Research Group,6,2,majority opinion,reversed,Criminal Procedure
52783,Garcia v. San Antonio Metro. Transit Authority,https://api.oyez.org/cases/1983/82-1913,82-1913,1983,Garcia,San Antonio Metro. Transit Authority,5,4,majority opinion,reversed/remanded,Unions
52785,"Chevron U. S. A. Inc. v. Natural Resources Defense Council, Inc.",https://api.oyez.org/cases/1983/82-1005,82-1005,1983,Chevron U.S.A. Inc.,"Natural Resources Defense Council, Inc. et al.",6,0,majority opinion,reversed,Economic Activity
52796,Michigan v. Clifford,https://api.oyez.org/cases/1983/82-357,82-357,1983,Michigan,Raymond Clifford and Emma Jean Clifford,5,4,plurality opinion,affirmed,Criminal Procedure
52803,"Capital Cities Cable, Inc. v. Crisp",https://api.oyez.org/cases/1983/82-1795,82-1795,1983,"Capital Cities Cable, Inc.",Crisp,9,0,majority opinion,reversed,Federalism
52807,Strickland v. Washington,https://api.oyez.org/cases/1983/82-1554,82-1554,1983,Strickland,Washington,8,1,majority opinion,reversed,Civil Rights
52814,INS v. Lopez-Mendoza,https://api.oyez.org/cases/1983/83-491,83-491,1983,INS,Lopez-Mendoza,5,4,majority opinion,reversed,Criminal Procedure
52818,United States v. S.A. Empressa de Viacao Aerea Rio Grandense (Varig Airlines),https://api.oyez.org/cases/1983/82-1349,82-1349,1983,United States,S.A. Empressa de Viacao Aerea Rio Grandense (Varig Airlines),9,0,majority opinion,reversed,Economic Activity
52819,"Dun & Bradstreet, Inc. v. Greenmoss Builders, Inc.",https://api.oyez.org/cases/1983/83-18,83-18,1983,"Dun & Bradstreet, Inc.","Greenmoss Builders, Inc.",5,4,plurality opinion,affirmed,First Amendment
52836,New York v. Quarles,https://api.oyez.org/cases/1983/82-1213,82-1213,1983,New York,Quarles,5,4,majority opinion,reversed/remanded,Criminal Procedure
52838,Heckler v. Matthews,https://api.oyez.org/cases/1983/82-1050,82-1050,1983,Heckler,Matthews,9,0,majority opinion,reversed,Civil Rights
52841,"Sure-Tan, Inc. v. National Labor Relations Board",https://api.oyez.org/cases/1983/82-945,82-945,1983,"Sure-Tan, Inc., et al.",National Labor Relations Board,7,2,majority opinion,affirmed,Civil Rights
52842,Bacchus Imports Ltd. v. Dias,https://api.oyez.org/cases/1983/82-1565,82-1565,1983,Bacchus Imports Ltd.,Dias,5,3,majority opinion,reversed/remanded,Economic Activity
52844,Nix v. Williams,https://api.oyez.org/cases/1983/82-1651,82-1651,1983,Nix,Williams,7,2,majority opinion,reversed/remanded,Criminal Procedure
52843,"Bose Corporation v. Consumers Union of United States, Inc.",https://api.oyez.org/cases/1983/82-1246,82-1246,1983,Bose Corporation,"Consumers Union of United States, Inc.",6,3,majority opinion,affirmed,First Amendment
52848,New Jersey v. T.L.O.,https://api.oyez.org/cases/1983/83-712,83-712,1983,New Jersey,T.L.O.,6,3,majority opinion,reversed,
52849,Massachusetts v. Sheppard,https://api.oyez.org/cases/1983/82-963,82-963,1983,Massachusetts,Osborne Sheppard,7,2,majority opinion,reversed/remanded,Criminal Procedure
52850,Berkemer v. McCarty,https://api.oyez.org/cases/1983/83-710,83-710,1983,"Harry J. Berkemer, Sheriff of Franklin County, Ohio",Richard N. McCarty,9,0,majority opinion,affirmed,Criminal Procedure
52854,United States v. Leon,https://api.oyez.org/cases/1983/82-1771,82-1771,1983,United States,Alberto Leon,6,3,majority opinion,reversed,Criminal Procedure
52855,Commissioner of Internal Revenue v. Engle,https://api.oyez.org/cases/1983/82-599,82-599,1983,"Commissioner of Internal Revenue, Philip D. Farmar, et al.","Fred L. Engle et ux., United States",5,4,majority opinion,affirmed,Federal Taxation
52858,United States v. Karo,https://api.oyez.org/cases/1983/83-850,83-850,1983,United States,"James Karo, et al.",6,3,majority opinion,reversed,Criminal Procedure
52860,Clark v. Community for Creative Non-Violence,https://api.oyez.org/cases/1983/82-1998,82-1998,1983,Clark,Community for Creative Non-Violence,7,2,majority opinion,reversed,First Amendment
52861,Irving Independent School District v. Tatro,https://api.oyez.org/cases/1983/83-558,83-558,1983,Irving Independent School District,"Henri Tatro, et ex.",9,0,majority opinion,affirmed,Civil Rights
52862,Minnesota v. Murphy,https://api.oyez.org/cases/1983/82-827,82-827,1983,Minnesota,Marshall Donald Murphy,6,3,majority opinion,reversed,Criminal Procedure
52867,Federal Communications Commission v. League of Women Voters of California,https://api.oyez.org/cases/1983/82-912,82-912,1983,League of Women Voters of California,Federal Communications Commission,5,4,majority opinion,affirmed,First Amendment
52866,Grove City College v. Bell,https://api.oyez.org/cases/1983/82-792,82-792,1983,Grove City College,Bell,7,2,majority opinion,affirmed,Civil Rights
52869,Palmore v. Sidoti,https://api.oyez.org/cases/1983/82-1734,82-1734,1983,Palmore,Sidoti,9,0,majority opinion,reversed,Civil Rights
52872,Waller v. Georgia,https://api.oyez.org/cases/1983/83-321,83-321,1983,Waller,Georgia,9,0,majority opinion,reversed/remanded,Criminal Procedure
52870,California v. Trombetta,https://api.oyez.org/cases/1983/83-305,83-305,1983,California,Trombetta,9,0,majority opinion,reversed/remanded,Due Process
52871,Hudson v. Palmer,https://api.oyez.org/cases/1983/82-1630,82-1630,1983,Hudson,Palmer,5,4,majority opinion,reversed,Criminal Procedure
52873,United States v. Jacobsen,https://api.oyez.org/cases/1983/82-1167,82-1167,1983,United States,Bradley Thomas Jacobsen and Donna Marie Jacobsen,7,2,majority opinion,reversed,Criminal Procedure
52878,McKaskle v. Wiggins,https://api.oyez.org/cases/1983/82-1135,82-1135,1983,"Dan V. McKaskle, Acting Director of the Texas Department of Corrections",Carl Edwin Wiggins,6,3,majority opinion,reversed,Criminal Procedure
52880,Lynch v. Donnelly,https://api.oyez.org/cases/1983/82-1256,82-1256,1983,Lynch,Donnelly,5,4,majority opinion,reversed,First Amendment
52887,Schall v. Martin,https://api.oyez.org/cases/1983/82-1248,82-1248,1983,"Ellen Schall, Commissioner of New York City Department of Juvenile Justice","Gregory Martin, et al.",6,3,majority opinion,reversed,Civil Rights
52899,Calder v. Jones,https://api.oyez.org/cases/1983/82-1401,82-1401,1983,"Ian Calder, John South",Shirley Jones,9,0,majority opinion,affirmed,Due Process
52904,Oliver v. United States,https://api.oyez.org/cases/1983/82-15,82-15,1983,Oliver,United States,6,3,majority opinion,affirmed,Criminal Procedure
52902,United States v. Cronic,https://api.oyez.org/cases/1983/82-660,82-660,1983,United States,Harrison P. Cronic,9,0,majority opinion,reversed/remanded,Criminal Procedure
52907,Pulliam v. Allen,https://api.oyez.org/cases/1983/82-1432,82-1432,1983,"Gladys Pulliam, Magistrate for the County of Culpeper, Virginia",Richmond Allen and Jesse Nicholson,5,4,majority opinion,affirmed,Civil Rights
52913,Block v. Rutherford,https://api.oyez.org/cases/1983/83-317,83-317,1983,Block,Rutherford,6,3,majority opinion,reversed,Due Process
52919,Heckler v. Day,https://api.oyez.org/cases/1983/82-1371,82-1371,1983,Heckler,Day,5,4,majority opinion,vacated/remanded,Civil Rights
52924,United States v. Stauffer Chemical Company,https://api.oyez.org/cases/1983/82-1448,82-1448,1983,United States,Stauffer Chemical Company,9,0,majority opinion,affirmed,Judicial Power
52923,"Keeton v. Hustler Magazine, Inc.",https://api.oyez.org/cases/1983/82-485,82-485,1983,Keeton,"Hustler Magazine, Inc.",9,0,majority opinion,reversed/remanded,Due Process
52926,Allen v. Wright,https://api.oyez.org/cases/1983/81-757,81-757,1983,Allen,Wright,5,3,majority opinion,reversed,Judicial Power
52929,Wallace v. Jaffree,https://api.oyez.org/cases/1984/83-812,83-812,1984,Wallace,Jaffree,6,3,majority opinion,affirmed,First Amendment
52936,"City of Cleburne, Texas v. Cleburne Living Center, Inc.",https://api.oyez.org/cases/1984/84-468,84-468,1984,"City of Cleburne, Texas","Cleburne Living Center, Inc.",9,0,majority opinion,reversed in-part,Economic Activity
52948,United States v. Miller,https://api.oyez.org/cases/1984/83-1750,83-1750,1984,United States,James Rual Miller,8,0,majority opinion,reversed,Criminal Procedure
52954,California v. Carney,https://api.oyez.org/cases/1984/83-859,83-859,1984,California,Charles R. Carney,6,3,majority opinion,reversed/remanded,Criminal Procedure
52958,Wilson v. Garcia,https://api.oyez.org/cases/1984/83-2146,83-2146,1984,Wilson,Garcia,7,1,majority opinion,affirmed,Civil Rights
52979,Heckler v. Chaney,https://api.oyez.org/cases/1984/83-1878,83-1878,1984,Heckler,Chaney,9,0,majority opinion,reversed,Judicial Power
